Recency,Frequency,Monetary
36,4,856.42
10,7,960.01
84,1,866.98
31,6,660.89
12,2,690.1
10,10,1968.86
7,4,130.97
36,7,104.53
8,1,1352.1
28,4,1031.88
10,6,799.62
33,4,689.69
51,6,423.1
46,6,1296.31
43,7,758.56
7,7,387.57
3,6,951.01
37,3,613.34
14,5,480.98
17,3,461.68
1,6,3284.56
10,4,196.57
2,4,922.91
64,4,561.5
9,8,963.64
25,8,3360.42
2,5,1899.63
33,2,792.13
12,6,2133.93
69,7,1219.53
66,3,1132.44
12,4,678.94
70,5,1520.76
167,1,1039.34
53,3,506.97
56,5,1278.49
9,6,566.74
26,3,260.77
3,3,279.76
3,4,1008.99
205,3,1234.2
12,5,545.34
42,4,372.76
50,3,545.02
59,5,196.32
182,4,1288.7
9,4,438.89
2,5,843.7
16,4,890.13
5,6,916.07
1,3,1534.25
14,7,1071.49
46,4,789.89
26,5,793.86
12,3,199.88
32,2,917.17
8,6,932.66
1,2,762.93
44,1,902.57
30,4,1575.63
44,5,1797.5
2,7,1339.35
55,5,1049.09
29,2,1211.65
25,4,2279.16
30,2,1259.98
60,6,442.87
27,5,422.37
27,4,630.64
141,6,1126.23
43,6,543.08
18,4,428.99
37,5,1130.37
15,7,336.79
8,4,403.99
28,3,570.5
80,2,188.24
80,8,121.64
13,7,493.0
23,4,2018.86
8,2,199.7
163,6,770.83
120,6,1727.23
32,4,68.31
49,6,565.3
38,8,883.63
27,5,2162.45
2,5,643.45
19,8,1162.48
34,6,215.38
34,3,741.54
15,5,1490.75
86,3,777.54
6,7,336.49
21,4,91.84
36,7,150.43
36,7,347.38
32,7,250.36
10,5,986.19
6,5,454.12
31,5,693.6
28,2,252.59
6,5,1474.54
37,5,1204.79
19,5,198.13
34,3,1159.84
55,2,794.75
6,6,763.1
1,8,744.06
46,6,246.65
29,7,1135.21
37,4,2091.75
55,3,489.99
49,4,682.55
98,6,235.38
24,7,1552.31
21,7,318.81
16,6,881.02
6,5,1057.74
26,7,518.18
10,5,957.71
77,3,127.06
27,5,797.33
27,5,814.85
14,4,1491.62
2,3,260.01
1,5,662.68
17,6,1201.17
3,4,330.99
29,6,670.3
64,5,367.92
65,3,162.55
33,5,258.62
8,5,671.06
60,5,1835.42
66,7,2288.84
7,9,1122.49
41,1,391.14
11,4,160.14
49,5,257.31
177,3,1133.63
1,2,843.6
69,5,702.64
30,3,1293.05
109,6,1229.97
19,2,853.52
57,4,339.22
2,5,547.01
13,5,172.13
3,6,709.01
112,3,389.02
51,5,185.61
58,6,586.18
84,5,561.25
3,7,766.11
15,5,1007.61
3,4,519.44
8,3,230.19
8,4,1606.32
19,3,1538.22
10,4,371.36
4,4,884.83
6,4,1699.09
5,4,921.15
109,4,553.17
43,6,524.59
104,3,190.54
18,4,250.18
10,5,422.11
49,4,533.08
12,7,544.15
11,5,2869.16
8,5,543.84
5,4,509.49
9,5,516.58
14,6,299.29
34,3,1107.44
2,5,878.5
8,4,558.79
50,3,207.27
5,7,1426.99
13,6,1942.09
60,6,663.44
6,5,103.58
3,6,494.8
20,6,409.47
11,2,1096.22
25,6,1298.9
49,3,451.35
5,6,279.75
27,1,379.74
22,4,1082.22
5,4,862.89
30,9,760.21
10,6,1242.62
21,4,1238.28
3,4,1339.26
19,4,763.96
11,5,793.01
52,3,871.55
2,4,762.12
17,6,305.74
19,5,1721.4
39,6,339.94
26,4,617.35
34,6,476.19
46,11,420.88
60,4,1765.45
12,4,2391.74
24,5,657.52
55,1,630.51
137,6,391.19
67,6,435.47
14,4,594.15
7,3,1177.07
21,4,742.55
41,7,1181.55
21,5,1573.89
20,4,1701.15
55,4,714.59
14,2,1873.64
59,6,296.01
16,4,995.68
12,6,509.36
19,3,1760.9
44,7,2014.46
5,6,457.51
7,4,1132.59
91,8,700.26
6,4,521.53
26,3,1222.22
26,3,719.61
21,7,1304.34
32,5,485.13
8,6,614.6
25,7,430.15
14,7,1213.02
33,2,374.29
5,6,461.38
26,7,506.27
7,6,787.63
10,6,1160.29
8,5,394.69
7,6,434.9
53,2,399.93
11,5,1708.62
79,10,706.61
106,8,295.95
26,4,1091.12
5,7,1157.34
15,3,358.79
48,6,331.91
14,5,988.51
3,6,1855.56
25,3,450.26
56,4,512.03
48,6,1000.2
6,3,336.1
34,7,967.66
8,5,603.97
8,3,185.24
63,3,1690.53
9,6,242.96
10,3,1345.19
1,3,640.24
62,5,820.15
48,6,328.41
30,4,851.26
42,5,2133.58
5,5,350.41
19,6,544.2
13,4,820.08
3,4,702.57
20,7,1420.21
77,6,829.31
2,9,502.03
11,3,1117.39
7,7,292.29
9,7,656.57
72,7,411.31
19,5,583.77
19,5,701.96
43,5,2174.0
6,2,538.09
21,3,835.19
17,6,339.13
28,6,430.42
232,6,713.94
45,4,396.71
16,5,352.01
53,9,187.77
6,8,425.77
1,2,327.9
7,6,452.11
13,6,1153.68
22,3,1310.45
29,7,1107.49
73,4,1481.9
22,5,414.22
21,2,568.72
2,9,1523.34
2,3,809.07
25,3,297.17
18,6,308.7
55,4,170.34
6,5,76.84
1,7,277.01
18,4,155.93
9,9,440.91
2,6,667.5
39,2,1328.89
4,5,1161.63
29,2,171.91
10,5,1587.95
6,4,1590.33
15,4,1665.83
49,5,451.81
15,5,517.49
42,3,622.95
5,5,217.74
45,4,1279.11
9,4,404.58
34,7,361.47
26,6,1401.33
80,6,494.68
15,4,541.67
3,4,791.71
1,6,963.49
53,2,328.07
23,4,315.3
45,4,355.82
9,8,309.83
13,4,1070.64
1,7,263.04
98,4,2135.43
34,7,946.88
82,8,674.3
10,6,1101.73
29,4,414.2
35,2,577.91
12,4,1463.56
57,2,334.79
89,6,718.33
65,2,254.2
41,10,1709.17
10,9,3082.55
10,6,570.05
100,4,780.55
1,7,946.43
38,4,883.17
37,5,3293.73
30,3,433.29
139,3,1190.33
12,4,61.92
13,5,215.54
3,6,750.28
18,7,395.2
10,4,2362.92
13,2,161.73
54,6,603.77
83,2,419.26
7,4,316.21
14,3,889.16
80,5,750.99
2,3,1162.18
3,6,370.94
6,4,444.34
28,6,428.77
5,3,1205.82
104,3,847.59
18,4,790.8
21,4,1264.33
9,2,273.53
20,2,233.36
33,7,1243.52
42,4,710.89
43,6,948.29
26,1,1196.65
71,6,1335.25
52,5,1481.0
43,3,1614.99
2,4,1021.92
1,5,337.39
8,7,423.64
33,2,282.63
16,3,1317.68
16,6,884.07
65,6,427.51
68,5,736.32
72,5,383.56
12,3,567.3
36,2,1180.82
10,5,732.91
7,6,318.37
7,4,724.88
13,4,2445.9
17,2,477.1
54,5,763.03
4,3,257.62
40,4,448.75
23,10,402.78
11,5,661.97
21,4,1673.53
11,3,2128.41
28,8,211.92
18,2,975.16
6,4,950.05
4,4,2146.1
24,6,1037.21
70,4,536.64
13,2,629.47
40,7,1171.69
33,5,1371.61
81,6,607.42
52,1,774.53
26,4,158.44
33,6,58.75
69,4,1399.73
16,2,254.65
12,4,402.86
1,3,835.33
53,7,524.99
49,5,238.76
4,5,336.55
26,6,2034.49
19,4,2169.75
4,6,1243.61
119,6,365.4
8,9,493.78
3,9,269.95
28,6,1666.73
41,6,507.29
1,5,260.83
33,4,161.23
23,7,789.76
4,4,1517.98
6,6,380.24
26,2,593.51
11,9,1186.04
84,5,603.7
52,4,2295.69
124,5,161.49
10,5,241.85
105,4,384.46
17,5,842.74
13,8,831.13
2,4,929.56
2,4,1669.85
36,6,757.44
19,9,1736.18
8,5,152.19
29,4,986.89
9,6,1134.54
26,3,398.94
14,5,547.18
53,7,1250.77
52,7,664.85
20,5,1158.55
13,3,446.39
14,5,1066.77
50,8,916.27
12,7,531.26
8,7,754.4
3,7,1059.07
19,4,1263.19
20,3,947.29
56,4,521.28
8,4,277.42
15,5,1181.12
50,10,384.27
53,5,244.95
15,7,516.51
19,4,407.48
11,8,3275.98
81,3,703.4
4,6,2062.46
82,5,1403.01
35,7,302.96
23,9,1178.89
1,2,545.28
20,5,422.69
16,4,820.0
6,6,739.69
33,5,1197.25
107,2,341.17
25,5,1238.32
38,5,404.1
3,3,1908.37
17,7,372.58
4,3,464.43
29,3,841.01
84,3,163.11
33,2,731.89
3,3,2103.37
14,3,363.87
24,5,573.89
16,3,890.14
54,5,1944.96
51,5,407.8
29,6,1468.51
15,6,1168.89
9,5,1098.97
4,7,1122.34
14,5,387.67
16,3,461.88
34,6,1449.8
33,7,331.71
3,5,867.65
16,5,512.93
7,7,1343.37
6,5,295.93
53,4,1274.29
2,6,966.14
17,4,1118.86
6,2,562.6
64,3,2094.7
25,4,411.46
8,6,1500.61
21,4,1785.56
40,5,1335.15
96,4,1172.06
8,4,1478.29
66,5,371.26
82,6,407.9
75,7,1349.96
31,6,450.55
30,5,1346.51
16,6,1022.26
42,4,241.65
23,7,1054.26
34,2,1966.75
17,3,131.65
40,5,692.11
53,6,490.68
5,4,403.81
54,5,530.83
24,3,694.8
56,5,1833.3
17,6,655.23
15,7,335.37
74,5,244.33
9,8,446.16
56,5,838.18
20,3,124.26
22,2,696.74
12,3,319.76
26,3,326.06
12,3,412.3
2,3,1743.06
10,4,768.82
1,7,565.71
115,3,635.96
102,10,312.52
16,4,317.54
40,4,944.35
13,6,489.09
34,3,173.7
50,9,949.6
88,7,434.0
16,4,158.0
46,3,721.91
10,3,956.11
140,5,2032.79
1,12,133.91
28,5,1004.0
33,7,1244.2
35,2,3132.28
4,6,1492.17
84,6,1468.43
6,6,1467.11
30,3,515.69
8,6,625.17
12,6,727.3
24,6,374.78
17,5,1051.63
6,5,779.42
6,5,1402.0
17,5,511.12
43,3,273.1
69,3,352.1
3,6,330.18
15,6,658.58
4,7,1181.62
1,5,1396.73
33,6,194.33
28,3,2478.45
6,7,89.69
8,1,241.46
1,6,879.5
55,4,512.21
111,3,349.48
5,9,239.73
8,5,362.16
61,7,350.85
79,5,778.2
17,3,1093.01
2,8,368.26
2,6,605.33
26,3,611.44
15,6,749.61
1,14,515.91
27,3,796.25
1,4,434.18
47,5,1648.51
11,7,412.6
2,7,658.79
27,2,555.62
16,3,712.61
110,5,1225.5
24,4,3168.91
10,6,415.32
38,7,479.56
10,6,248.74
71,5,855.7
15,5,267.21
24,4,1542.78
2,6,2182.35
17,7,1045.76
54,3,823.82
50,7,301.62
8,4,1515.06
8,4,191.04
51,5,1027.18
80,2,424.04
4,5,1010.29
18,1,340.67
13,4,191.06
62,5,566.98
3,5,1156.6
8,3,1063.21
42,7,1384.68
2,5,574.43
21,6,1295.45
18,6,658.77
13,4,292.23
16,3,334.44
23,6,325.08
6,4,421.07
26,13,698.99
50,6,1346.58
43,3,1298.94
6,5,588.76
5,6,886.29
10,7,553.93
14,2,155.27
16,4,1336.99
35,7,1003.17
2,7,183.94
2,4,1132.12
15,5,976.22
36,3,355.05
7,4,866.75
31,4,2156.86
10,4,863.87
66,6,887.38
68,4,638.73
11,2,1077.22
8,6,1052.5
16,5,1190.78
9,4,732.07
34,4,520.56
53,6,904.76
34,8,1474.01
53,5,121.24
16,5,818.7
6,6,2233.38
41,5,805.27
14,2,1913.22
34,2,527.26
10,7,919.68
3,5,917.03
148,4,784.52
6,3,3382.6
134,8,606.32
114,3,483.83
48,4,627.57
33,4,172.83
26,4,919.05
61,6,305.96
11,4,137.82
19,5,449.75
29,5,804.63
16,8,497.81
17,5,499.62
13,1,386.95
25,6,2727.36
58,6,916.34
7,4,837.2
82,6,607.71
36,6,550.09
52,6,688.3
25,5,99.4
46,3,1445.26
1,2,1348.25
52,2,267.27
2,6,218.76
67,3,579.26
145,2,471.09
11,4,1614.69
8,4,983.79
44,5,757.78
9,7,763.0
61,9,735.98
4,4,416.95
5,6,305.85
117,5,305.57
34,7,250.25
57,8,546.89
12,10,716.27
34,3,720.54
28,5,125.37
28,6,876.74
35,2,1041.91
26,5,321.01
17,7,906.05
10,3,312.53
44,4,589.17
8,4,1177.82
36,6,388.11
8,5,1010.4
30,3,165.38
42,7,324.79
8,8,608.97
2,5,114.77
5,5,918.66
28,2,527.11
57,4,818.12
2,3,1154.58
40,6,179.58
13,8,1031.46
20,7,504.63
80,5,1518.17
13,4,665.52
19,4,1033.04
1,6,539.92
3,8,569.55
9,4,455.44
1,7,946.79
30,5,721.38
17,6,623.26
24,5,75.82
6,4,770.69
11,9,1667.42
33,6,716.34
101,9,404.74
2,4,216.0
67,7,1163.02
26,6,1874.23
25,5,1598.48
21,6,636.63
3,4,892.21
3,2,908.47
28,6,442.79
13,4,545.62
75,7,488.07
16,6,1583.68
5,2,408.12
38,7,957.3
11,2,1620.61
23,10,597.57
36,7,1358.22
70,5,1090.77
48,3,912.36
34,4,1100.57
35,5,1666.71
88,7,761.89
11,3,2933.78
1,3,3408.46
10,4,518.24
8,5,335.62
33,2,244.6
31,4,289.81
28,4,1255.29
1,3,1774.15
40,8,128.93
12,3,236.47
33,9,1572.09
25,6,365.88
13,8,1311.13
5,2,2008.25
3,3,755.43
54,5,514.69
76,5,1026.3
32,9,595.45
4,2,427.56
16,3,223.89
40,4,871.31
46,6,702.97
4,6,669.3
1,3,447.84
38,4,576.13
14,8,2101.08
9,5,755.14
1,9,803.61
24,5,464.28
58,4,1027.66
95,6,1514.38
26,8,426.96
22,6,1011.24
3,4,794.57
24,6,437.71
15,4,159.16
29,7,814.6
15,2,761.3
9,7,540.07
3,5,785.69
12,2,674.64
4,2,615.94
6,4,651.07
132,5,1540.24
18,5,441.85
23,6,588.7
63,4,319.9
163,9,1263.08
27,6,837.99
51,9,596.35
12,5,424.06
11,4,911.02
16,4,462.88
34,5,554.66
35,4,600.45
12,6,885.91
5,3,296.07
31,5,1365.47
5,7,477.85
26,3,396.63
36,5,1279.03
37,6,918.16
43,8,1406.24
62,3,537.21
21,5,1036.28
40,4,520.78
29,4,329.09
7,8,2103.64
1,9,1219.21
11,3,835.38
18,11,1028.11
29,5,1412.7
57,7,941.94
7,4,651.02
5,3,738.41
100,4,348.32
4,7,864.54
20,4,753.56
27,7,523.31
24,5,522.21
3,2,258.1
2,7,1468.74
4,5,1007.1
27,2,2032.06
24,3,766.17
8,7,304.09
31,5,488.74
52,7,1549.03
2,4,253.42
21,4,216.96
36,5,1259.25
9,3,570.89
12,4,1722.0
29,2,1402.94
69,4,877.64
50,5,388.94
27,2,324.68
40,4,1174.95
14,2,922.83
31,5,912.72
19,5,1021.23
7,9,1053.04
37,6,808.72
25,6,752.59
14,4,361.53
73,6,298.89
1,6,437.11
12,3,1588.76
2,4,427.55
44,4,754.91
37,6,510.49
13,4,483.4
34,5,395.09
16,5,1712.07
43,5,561.36
19,6,320.87
16,4,284.38
82,4,911.65
9,6,561.54
4,8,1327.53
27,8,127.36
105,5,721.05
15,3,408.55
2,6,1230.81
13,6,928.3
22,5,759.69
6,5,833.91
33,6,777.9
183,5,123.03
19,2,534.37
14,5,1318.53
16,4,600.91
4,7,392.71
65,5,492.16
17,6,1280.2
15,5,97.36
33,3,1064.08
18,4,1153.6
32,4,993.12
2,6,293.06
51,10,464.66
85,5,720.65
32,6,579.69
93,7,1011.9
5,7,354.06
20,7,1266.64
28,5,1096.59
27,12,246.9
16,7,298.72
13,4,231.35
5,1,474.35
15,9,912.25
6,2,346.66
40,7,1080.04
8,3,713.87
2,4,218.17
25,8,400.94
28,5,492.27
62,4,630.54
26,10,393.57
13,3,1699.84
49,3,1387.68
24,4,1014.8
3,4,624.87
26,4,1153.4
72,7,1147.77
16,7,371.74
11,11,713.06
5,3,806.79
5,4,907.91
18,2,1061.16
28,4,935.46
3,4,1802.4
85,6,1589.24
43,4,510.13
27,4,1033.31
53,3,929.16
3,4,544.18
20,3,984.96
30,8,589.17
53,3,1095.32
46,8,1549.54
10,6,383.48
85,6,1112.67
4,3,253.25
63,2,834.33
107,7,777.29
6,6,688.93
39,5,800.53
2,6,110.22
16,6,282.26
22,5,681.29
27,3,368.25
83,5,753.23
34,6,1015.65
20,5,1254.42
50,5,650.81
91,3,1140.57
1,3,752.88
122,4,813.45
3,6,205.77
51,2,564.02
10,4,307.17
5,6,1032.87
18,2,485.84
31,4,171.79
15,7,2463.46
2,2,266.73
28,4,152.66
70,5,133.5
15,2,540.3
8,8,356.11
18,5,485.37
2,2,839.75
52,9,1230.4
53,4,622.06
27,3,276.14
14,6,644.3
49,4,520.37
25,12,191.5
53,7,504.34
30,4,1062.93
47,4,782.79
28,7,326.1
17,3,1455.85
96,4,499.61
24,8,1486.43
28,5,308.28
8,8,1336.37
30,6,835.91
26,3,1354.94
7,4,897.32
2,6,636.11
28,8,298.79
44,6,1111.82
23,10,404.72
8,3,2260.8
33,6,866.36
3,6,842.57
18,7,656.1
6,1,1265.71
7,6,1499.58
7,4,1471.66
15,4,1111.49
2,4,1420.12
16,7,230.64
22,4,980.4
20,4,441.85
15,6,967.88
55,3,364.06
5,3,903.31
22,3,808.05
2,4,1732.6
3,4,494.96
26,8,543.56
26,5,771.3
64,4,272.87
25,4,396.36
97,5,1145.27
2,5,1310.85
4,4,1141.53
2,2,1041.38
7,5,414.33
24,1,499.93
32,5,2147.7
2,7,323.45
88,2,1462.85
56,5,1001.97
11,2,823.58
3,6,2797.53
6,4,877.86
5,6,650.66
4,7,402.75
22,5,1726.26
9,8,535.84
14,3,682.61
137,6,358.82
35,5,527.27
90,4,942.3
5,5,1301.09
15,7,899.03
25,6,884.26
3,5,973.87
1,2,466.25
34,5,724.52
31,5,687.73
16,6,860.37
21,6,456.56
17,7,2102.56
1,4,793.32
13,9,1903.31
6,6,925.67
4,6,103.17
95,4,765.12
28,4,526.47
40,5,310.82
12,4,2001.37
15,3,684.77
9,4,1581.61
4,7,977.49
6,5,1234.06
48,6,4126.94
34,9,558.48
24,3,217.89
20,9,495.87
77,7,556.11
3,8,357.02
10,4,1002.41
13,2,1002.37
46,8,281.74
147,4,671.13
9,4,1078.45
63,3,357.43
54,5,297.98
8,4,1191.34
16,3,336.33
16,7,392.62
115,5,205.06
6,3,465.02
49,3,1563.6
13,8,247.01
40,4,851.39
17,8,1335.32
26,4,1398.16
54,4,993.05
49,1,568.07
61,7,605.8
2,3,368.4
36,3,265.1
5,6,1777.78
17,5,1082.77
24,6,549.87
16,5,277.48
22,8,412.06
170,3,1655.15
5,5,567.09
34,3,843.1
16,7,444.3
5,11,1748.92
6,3,181.48
90,4,458.97
64,8,1166.54
72,2,1591.66
144,12,485.34
8,5,1181.03
14,5,1705.89
34,7,1355.52
20,5,256.82
17,4,1810.67
14,6,1174.59
28,6,1400.03
26,8,1185.16
6,6,2207.55
20,6,898.86
25,7,843.85
26,3,1919.61
8,6,125.17
41,6,2234.07
1,6,409.12
14,6,918.1
46,6,555.82
25,4,208.8
10,4,1062.79
36,5,659.15
26,2,2351.75
48,7,1346.68
40,2,826.49
29,2,809.24
21,4,770.59
5,5,934.81
10,3,254.25
17,4,516.34
28,5,927.35
22,6,440.07
11,5,158.48
1,5,752.5
21,6,1467.13
11,7,519.02
40,5,749.47
1,3,2760.77
27,6,1126.02
86,6,1142.43
6,4,225.35
20,4,949.78
3,4,1018.1
30,3,2323.27
24,4,642.86
16,6,173.09
23,6,655.46
69,1,401.66
7,5,216.28
1,2,458.01
60,6,1337.96
26,7,701.62
67,5,1746.3
28,1,214.86
50,6,460.56
17,5,105.21
42,3,265.07
74,5,559.05
26,3,252.67
6,6,259.41
10,6,1268.42
7,5,446.15
9,6,316.58
11,3,1070.61
25,11,286.72
27,4,1976.96
17,2,199.57
29,8,462.39
3,4,783.47
3,1,422.69
6,8,137.49
22,5,668.59
8,3,612.43
10,5,769.41
16,6,82.92
51,5,983.4
1,5,1447.27
32,2,259.52
34,4,1833.06
49,5,229.62
81,4,765.44
1,5,174.12
6,1,2148.99
66,6,507.4
19,4,1190.68
25,8,645.34
33,4,1076.71
35,4,1431.16
81,7,820.36
174,5,1010.91
39,3,2405.67
11,4,459.97
64,8,3407.4
2,2,334.37
8,7,524.73
69,8,1531.33
9,7,1238.65
8,6,883.11
5,9,883.74
59,4,415.96
21,3,1120.58
34,4,500.51
9,4,688.79
43,4,1410.27
43,4,1291.86
12,6,2203.3
16,2,894.81
8,5,658.37
113,3,934.25
32,4,143.38
82,5,908.89
11,9,198.73
46,3,469.48
44,5,294.32
36,5,440.94
102,7,399.63
16,6,1288.7
5,3,347.97
34,5,59.17
40,6,477.69
26,3,913.73
7,5,1145.97
22,8,1526.51
12,4,733.87
17,3,575.21
32,6,475.25
42,4,685.56
8,5,470.85
16,4,1877.27
10,4,588.21
7,9,1216.32
46,5,1474.91
72,5,1409.46
14,6,1126.65
42,3,839.39
69,4,167.62
57,3,1822.58
7,1,575.75
94,6,921.25
15,4,917.67
13,6,628.58
2,5,740.62
20,7,736.76
4,8,804.53
9,5,523.2
12,6,962.31
50,2,449.82
63,3,1058.6
11,5,192.12
59,10,627.33
59,4,647.44
44,5,1245.84
5,8,646.97
36,4,243.57
88,6,409.19
35,2,736.8
13,3,906.02
21,2,1275.45
32,6,557.36
22,3,878.95
4,7,556.84
12,4,315.46
49,6,1394.3
60,5,1601.0
5,3,485.89
92,4,985.61
12,4,1195.1
33,2,265.44
42,6,1250.84
51,3,985.59
88,6,391.11
12,4,169.56
59,5,611.12
5,4,1273.73
37,6,1820.14
41,7,626.21
34,8,1099.87
9,5,476.85
62,4,964.24
6,2,356.82
2,2,1909.43
38,4,559.6
20,5,404.78
57,7,479.4
15,3,2118.36
6,5,1062.95
55,5,1435.85
24,5,524.41
7,6,279.02
39,4,150.55
22,2,258.2
28,5,1497.88
19,7,1165.54
53,5,1535.15
54,11,690.12
38,3,1196.88
4,7,806.85
55,10,1041.45
34,4,426.07
36,8,766.68
14,4,1119.51
64,4,1756.72
39,6,1913.61
4,4,557.13
16,6,838.41
66,4,861.59
2,2,605.19
98,5,1214.09
35,6,376.15
30,6,1089.68
10,10,1047.47
9,7,212.71
86,3,303.06
11,4,867.44
45,8,962.94
15,4,607.98
5,6,1468.62
1,1,604.88
24,3,1060.81
112,3,160.31
14,9,402.62
14,9,652.64
13,6,1466.97
23,5,444.37
18,7,781.11
64,4,238.66
22,8,792.74
22,4,592.68
5,9,767.53
122,7,500.53
9,6,732.76
3,5,627.77
33,5,1875.87
28,5,589.25
17,4,820.44
17,5,700.21
47,2,70.79
7,3,1187.99
52,3,837.15
32,8,638.8
17,5,1487.37
19,6,831.31
9,4,805.26
42,4,711.07
22,5,502.31
12,3,1223.02
28,8,1603.2
164,5,735.6
18,5,753.71
77,5,554.26
13,6,85.23
2,2,1181.35
7,6,1271.94
17,6,268.11
8,6,138.98
1,6,1010.34
74,5,944.36
56,5,333.77
41,7,639.66
6,3,690.29
4,5,670.43
3,2,680.06
39,3,1088.72
80,4,1106.94
17,2,521.01
4,4,1467.37
22,5,916.08
13,5,1890.94
15,4,963.64
30,8,424.93
39,5,953.65
4,6,688.78
2,4,1523.71
156,5,247.38
8,4,467.83
2,9,380.21
7,3,1166.18
2,7,942.71
15,6,519.02
49,6,378.03
13,1,533.77
18,7,735.49
34,4,1175.42
22,3,736.4
60,6,633.32
61,2,2037.71
1,2,1106.29
46,4,1320.93
19,5,272.38
135,4,532.36
20,4,1097.75
131,5,812.9
43,2,338.8
9,3,411.66
24,4,942.13
146,4,215.39
59,5,951.83
4,5,920.92
37,6,117.27
13,2,332.04
1,7,621.05
16,3,1043.61
9,8,584.8
52,5,277.15
13,3,826.23
53,4,198.59
1,8,412.0
12,6,560.09
9,3,845.29
8,4,261.76
3,6,524.85
7,4,382.98
25,2,353.37
11,7,551.66
17,9,649.76
15,7,449.55
63,3,1010.18
71,6,571.93
21,6,1906.67
13,3,448.3
4,5,999.37
92,4,94.02
2,5,257.71
11,2,1422.32
11,5,859.69
12,9,450.07
6,7,1129.55
46,7,1050.2
4,5,953.94
31,2,786.47
4,4,932.81
3,7,838.8
73,6,1188.7
7,4,337.6
52,9,1342.66
24,7,187.94
3,4,911.83
94,4,460.37
9,8,654.47
59,9,752.29
6,3,1798.05
58,4,253.46
1,7,794.52
22,3,2045.07
45,6,514.81
82,3,390.15
72,6,2264.75
52,1,65.12
66,3,637.76
7,4,970.59
11,2,554.12
11,3,1379.38
15,4,1063.97
15,4,1264.23
24,4,198.22
6,3,2149.81
36,6,1383.98
6,1,480.86
12,5,985.68
21,6,576.44
48,4,525.28
41,7,451.75
32,4,476.07
6,7,122.95
24,5,413.09
3,8,959.13
15,3,713.98
17,3,2866.71
2,4,585.7
10,4,1200.27
94,6,2974.34
93,3,605.19
14,4,799.31
2,3,1585.68
6,3,1227.03
15,2,544.09
89,4,1538.9
5,7,385.78
44,5,548.2
4,8,1328.41
120,4,190.43
15,10,341.53
45,5,646.65
13,6,956.59
30,6,1751.01
7,4,348.35
5,8,859.68
84,4,1182.53
75,4,477.67
66,6,68.12
30,3,415.57
50,10,461.39
3,6,550.1
13,10,406.07
12,4,544.82
31,8,645.83
14,6,1371.21
5,6,1536.83
28,9,225.5
51,7,1483.76
15,5,620.59
5,6,741.45
7,4,795.21
9,12,191.09
11,8,485.94
31,4,423.18
28,4,1264.51
36,5,452.05
14,7,790.61
53,3,1272.18
7,8,529.31
19,5,1469.87
49,6,142.85
6,4,274.02
4,5,435.76
65,4,331.93
13,3,1060.64
35,7,193.23
1,3,948.48
36,6,359.2
12,3,111.38
2,7,218.18
29,7,520.95
9,4,1006.25
15,3,267.63
3,6,562.84
5,7,2333.07
11,7,378.47
3,3,390.42
73,8,171.63
1,3,169.19
20,3,405.62
4,4,1448.46
12,5,815.5
79,6,540.16
6,7,462.29
102,1,187.27
7,2,688.33
41,4,996.52
24,5,821.51
65,9,705.48
25,9,494.75
23,3,609.84
7,3,573.03
6,7,1544.96
75,6,643.02
12,6,1103.49
14,3,857.87
43,8,395.86
13,2,291.77
92,5,2484.16
41,3,508.11
28,8,426.63
64,10,818.7
2,3,123.33
9,4,332.0
19,6,236.51
8,5,684.39
41,2,277.77
76,2,774.86
17,3,203.56
13,3,1839.06
98,6,1346.48
18,7,1193.86
21,3,1430.76
13,4,378.07
73,7,1055.0
26,2,332.14
44,3,273.06
51,7,1360.93
13,6,714.47
18,6,1661.74
57,2,815.47
14,5,941.79
48,1,935.71
85,2,369.22
30,5,2033.81
41,5,198.86
50,2,343.73
56,6,1758.18
16,4,1253.76
2,2,591.48
16,4,1200.9
34,3,1159.79
18,8,1019.25
42,6,537.46
14,2,2542.82
31,7,772.39
7,8,263.89
42,4,455.76
24,7,937.46
7,5,248.47
11,4,287.56
42,4,1086.7
20,5,2606.75
8,5,635.64
103,7,964.51
38,5,830.02
95,5,472.09
17,7,271.03
20,7,851.02
69,7,316.77
23,5,876.39
37,8,964.19
9,5,566.38
18,4,437.33
4,4,1513.0
7,6,650.95
1,5,1938.3
2,4,861.42
114,4,2250.5
9,2,454.72
33,6,372.1
55,2,919.06
24,3,921.4
5,9,1206.43
40,6,623.75
28,6,718.44
40,4,539.49
45,2,693.52
112,3,375.24
26,7,631.42
13,5,894.05
32,3,1005.07
3,4,303.52
69,7,888.61
4,4,1289.47
12,5,1011.91
51,5,175.83
28,8,671.45
16,4,599.3
20,6,305.72
58,6,240.32
13,5,931.32
62,5,850.94
3,3,530.72
45,4,878.01
57,3,750.1
7,6,144.07
17,4,233.14
6,1,971.2
37,8,528.26
23,3,1294.7
31,6,884.08
7,4,255.68
8,5,304.21
2,3,276.64
12,8,1467.22
25,4,1213.72
59,5,409.64
33,4,1548.79
18,6,1628.8
92,2,2252.34
39,6,1734.6
80,3,1871.79
23,5,456.31
9,2,1243.45
2,4,772.28
39,6,690.58
4,5,459.79
11,2,285.52
23,7,585.96
25,5,416.72
28,4,790.79
6,5,1142.81
15,8,770.8
29,5,663.91
106,6,850.54
40,5,1016.45
77,4,714.02
44,6,642.63
27,3,1303.63
7,5,483.18
33,3,813.17
30,7,4267.72
28,4,872.38
21,3,145.91
